0,5,0.227970
0,10,1.000000
0,14,3.256306
1,6,1.000000
1,14,14.283929
1,5,1.000000
2,7,1.000000
2,14,-8.392849
3,14,-1.000000
3,12,1.000000
4,8,1.000000
4,5,0.227970
4,14,3.256306
5,14,-1.000000
5,15,1.000000
6,11,1.000000
6,5,0.227970
6,14,3.256306
7,4,1.000000
7,14,-5.891080
8,2,1.000000
8,1,1.000000
8,0,1.000000
8,3,1.000000
