0,5,0.058176
0,10,1.000000
0,14,0.413858
1,6,1.000000
1,14,3.356377
1,5,0.471804
2,7,1.000000
2,14,-7.113919
3,14,-1.000000
3,15,1.000000
4,11,1.000000
4,5,0.058176
4,14,0.413858
5,14,-1.000000
5,12,1.000000
6,8,1.000000
6,5,0.058176
6,14,0.413858
7,5,0.528196
7,4,1.000000
7,14,3.757542
8,2,1.000000
8,1,1.000000
8,0,1.000000
8,3,1.000000
