0,2,1.000000
0,5,0.016002
0,6,0.016002
1,6,0.707026
1,5,0.707026
1,7,1.000000
2,5,0.121256
2,6,0.121256
2,14,1.000000
3,5,0.121256
3,6,0.121256
3,12,1.000000
4,10,-1.000000
4,8,1.000000
5,15,1.000000
5,5,0.121256
5,6,0.121256
6,11,1.000000
6,10,-1.000000
7,6,0.292974
7,5,0.292974
7,4,1.000000
8,3,1.000000
8,1,1.000000
8,0,1.000000
8,5,-0.016002
8,6,-0.016002
