0,4,1.000000
0,8,-7.350540
1,6,1.000000
1,10,-2.413363
2,3,2.339433
2,15,-1.000000
3,14,-1.000000
3,15,1.000000
4,10,-1.000000
4,11,1.000000
5,14,-1.000000
5,12,1.000000
6,10,-1.000000
6,8,1.000000
7,6,-1.000000
7,5,-1.000000
7,4,-1.000000
7,7,-1.000000
8,2,-1.000000
8,1,-1.000000
8,0,-1.000000
8,3,-1.000000
